"filename", "language", "C++", "CMake", "YAML", "Markdown", "Dart", "Swift", "HTML", "JSON", "XML", "JavaScript", "Properties", "comment", "blank", "total"
"e:\Development\Multan\XtraAppStudio\3.35.4\drivvo\lib\modules\admin\more\user-vehicle\create\create_user_vehicle_controller.dart", "Dart", 0, 0, 0, 0, 80, 0, 0, 0, 0, 0, 0, 0, 16, 96
"e:\Development\Multan\XtraAppStudio\3.35.4\drivvo\lib\modules\admin\more\user-vehicle\create\create_user_vehicle_view.dart", "Dart", 0, 0, 0, 0, 131, 0, 0, 0, 0, 0, 0, 0, 3, 134
"e:\Development\Multan\XtraAppStudio\3.35.4\drivvo\lib\modules\admin\more\user-vehicle\update\update_user_vehicle_bindings.dart", "Dart", 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 2, 12
"e:\Development\Multan\XtraAppStudio\3.35.4\drivvo\lib\modules\admin\more\user-vehicle\update\update_user_vehicle_controller.dart", "Dart", 0, 0, 0, 0, 53, 0, 0, 0, 0, 0, 0, 0, 12, 65
"e:\Development\Multan\XtraAppStudio\3.35.4\drivvo\lib\modules\admin\more\user-vehicle\update\update_user_vehicle_view.dart", "Dart", 0, 0, 0, 0, 131, 0, 0, 0, 0, 0, 0, 0, 3, 134
"e:\Development\Multan\XtraAppStudio\3.35.4\drivvo\lib\modules\admin\more\user-vehicle\user_vehicle_bindings.dart", "Dart", 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 2, 10
"e:\Development\Multan\XtraAppStudio\3.35.4\drivvo\lib\modules\admin\more\user-vehicle\user_vehicle_controller.dart", "Dart", 0, 0, 0, 0, 74, 0, 0, 0, 0, 0, 0, 0, 14, 88
"e:\Development\Multan\XtraAppStudio\3.35.4\drivvo\lib\modules\admin\more\user-vehicle\user_vehicle_view.dart", "Dart", 0, 0, 0, 0, 215, 0, 0, 0, 0, 0, 0, 0, 5, 220
"e:\Development\Multan\XtraAppStudio\3.35.4\drivvo\lib\modules\admin\more\user\create\create_user_bindings.dart", "Dart", 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 2, 10
"e:\Development\Multan\XtraAppStudio\3.35.4\drivvo\lib\modules\admin\more\user\create\create_user_controller.dart", "Dart", 0, 0, 0, 0, 107, 0, 0, 0, 0, 0, 0, 3, 16, 126
"e:\Development\Multan\XtraAppStudio\3.35.4\drivvo\lib\modules\admin\more\user\create\create_user_view.dart", "Dart", 0, 0, 0, 0, 240, 0, 0, 0, 0, 0, 0, 1, 7, 248
"e:\Development\Multan\XtraAppStudio\3.35.4\drivvo\lib\modules\admin\more\user\update\update_user_bindings.dart", "Dart", 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 2, 10
"e:\Development\Multan\XtraAppStudio\3.35.4\drivvo\lib\modules\admin\more\user\update\update_user_controller.dart", "Dart", 0, 0, 0, 0, 60, 0, 0, 0, 0, 0, 0, 1, 11, 72
"e:\Development\Multan\XtraAppStudio\3.35.4\drivvo\lib\modules\admin\more\user\update\update_user_view.dart", "Dart", 0, 0, 0, 0, 205, 0, 0, 0, 0, 0, 0, 1, 4, 210
"e:\Development\Multan\XtraAppStudio\3.35.4\drivvo\lib\modules\admin\more\user\user_bindings.dart", "Dart", 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 2, 10
"e:\Development\Multan\XtraAppStudio\3.35.4\drivvo\lib\modules\admin\more\user\user_controller.dart", "Dart", 0, 0, 0, 0, 63, 0, 0, 0, 0, 0, 0, 0, 13, 76
"e:\Development\Multan\XtraAppStudio\3.35.4\drivvo\lib\modules\admin\more\user\user_view.dart", "Dart", 0, 0, 0, 0, 171, 0, 0, 0, 0, 0, 0, 1, 3, 175
"e:\Development\Multan\XtraAppStudio\3.35.4\drivvo\lib\modules\admin\more\vehicles\create\create_vehicles_bindings.dart", "Dart", 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 2, 10
"e:\Development\Multan\XtraAppStudio\3.35.4\drivvo\lib\modules\admin\more\vehicles\create\create_vehicles_controller.dart", "Dart", 0, 0, 0, 0, 130, 0, 0, 0, 0, 0, 0, 0, 27, 157
"e:\Development\Multan\XtraAppStudio\3.35.4\drivvo\lib\modules\admin\more\vehicles\create\create_vehicles_view.dart", "Dart", 0, 0, 0, 0, 644, 0, 0, 0, 0, 0, 0, 6, 11, 661
"e:\Development\Multan\XtraAppStudio\3.35.4\drivvo\lib\modules\admin\more\vehicles\update\update_vehicles_bindings.dart", "Dart", 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 2, 10
"e:\Development\Multan\XtraAppStudio\3.35.4\drivvo\lib\modules\admin\more\vehicles\update\update_vehicles_controller.dart", "Dart", 0, 0, 0, 0, 130, 0, 0, 0, 0, 0, 0, 0, 29, 159
"e:\Development\Multan\XtraAppStudio\3.35.4\drivvo\lib\modules\admin\more\vehicles\update\update_vehicles_view.dart", "Dart", 0, 0, 0, 0, 627, 0, 0, 0, 0, 0, 0, 6, 11, 644
"e:\Development\Multan\XtraAppStudio\3.35.4\drivvo\lib\modules\admin\more\vehicles\vehicles_bindings.dart", "Dart", 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 2, 10
"e:\Development\Multan\XtraAppStudio\3.35.4\drivvo\lib\modules\admin\more\vehicles\vehicles_controller.dart", "Dart", 0, 0, 0, 0, 76, 0, 0, 0, 0, 0, 0, 0, 15, 91
"e:\Development\Multan\XtraAppStudio\3.35.4\drivvo\lib\modules\admin\more\vehicles\vehicles_view.dart", "Dart", 0, 0, 0, 0, 195, 0, 0, 0, 0, 0, 0, 0, 3, 198
"e:\Development\Multan\XtraAppStudio\3.35.4\drivvo\lib\modules\admin\reminder\create\create_reminder_binding.dart", "Dart", 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 2, 10
"e:\Development\Multan\XtraAppStudio\3.35.4\drivvo\lib\modules\admin\reminder\create\create_reminder_controller.dart", "Dart", 0, 0, 0, 0, 106, 0, 0, 0, 0, 0, 0, 0, 21, 127
"e:\Development\Multan\XtraAppStudio\3.35.4\drivvo\lib\modules\admin\reminder\create\create_reminder_view.dart", "Dart", 0, 0, 0, 0, 369, 0, 0, 0, 0, 0, 0, 0, 4, 373
"e:\Development\Multan\XtraAppStudio\3.35.4\drivvo\lib\modules\admin\reminder\reminder_controller.dart", "Dart", 0, 0, 0, 0, 77, 0, 0, 0, 0, 0, 0, 1, 15, 93
"e:\Development\Multan\XtraAppStudio\3.35.4\drivvo\lib\modules\admin\reminder\reminder_view.dart", "Dart", 0, 0, 0, 0, 186, 0, 0, 0, 0, 0, 0, 0, 3, 189
"e:\Development\Multan\XtraAppStudio\3.35.4\drivvo\lib\modules\admin\reminder\update\update_reminder_binding.dart", "Dart", 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 2, 10
"e:\Development\Multan\XtraAppStudio\3.35.4\drivvo\lib\modules\admin\reminder\update\update_reminder_controller.dart", "Dart", 0, 0, 0, 0, 119, 0, 0, 0, 0, 0, 0, 0, 22, 141
"e:\Development\Multan\XtraAppStudio\3.35.4\drivvo\lib\modules\admin\reminder\update\update_reminder_view.dart", "Dart", 0, 0, 0, 0, 374, 0, 0, 0, 0, 0, 0, 0, 4, 378
"e:\Development\Multan\XtraAppStudio\3.35.4\drivvo\lib\modules\admin\reports\reports_controller.dart", "Dart", 0, 0, 0, 0, 507, 0, 0, 0, 0, 0, 0, 39, 81, 627
"e:\Development\Multan\XtraAppStudio\3.35.4\drivvo\lib\modules\admin\reports\reports_view.dart", "Dart", 0, 0, 0, 0, 471, 0, 0, 0, 0, 0, 0, 27, 11, 509
"e:\Development\Multan\XtraAppStudio\3.35.4\drivvo\lib\modules\admin\root\admin_root_bindings.dart", "Dart", 0, 0, 0, 0, 16, 0, 0, 0, 0, 0, 0, 0, 2, 18
"e:\Development\Multan\XtraAppStudio\3.35.4\drivvo\lib\modules\admin\root\admin_root_controller.dart", "Dart", 0, 0, 0, 0, 21, 0, 0, 0, 0, 0, 0, 0, 5, 26
"e:\Development\Multan\XtraAppStudio\3.35.4\drivvo\lib\modules\admin\root\admin_root_view.dart", "Dart", 0, 0, 0, 0, 118, 0, 0, 0, 0, 0, 0, 71, 7, 196
"e:\Development\Multan\XtraAppStudio\3.35.4\drivvo\lib\modules\admin\setting\setting_bindings.dart", "Dart", 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 2, 10
"e:\Development\Multan\XtraAppStudio\3.35.4\drivvo\lib\modules\admin\setting\setting_controller.dart", "Dart", 0, 0, 0, 0, 76, 0, 0, 0, 0, 0, 0, 5, 11, 92
"e:\Development\Multan\XtraAppStudio\3.35.4\drivvo\lib\modules\admin\setting\setting_view.dart", "Dart", 0, 0, 0, 0, 619, 0, 0, 0, 0, 0, 0, 131, 20, 770
"e:\Development\Multan\XtraAppStudio\3.35.4\drivvo\lib\modules\authentication\forgot_password\forgot_password_bindings.dart", "Dart", 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 2, 10
"e:\Development\Multan\XtraAppStudio\3.35.4\drivvo\lib\modules\authentication\forgot_password\forgot_password_controller.dart", "Dart", 0, 0, 0, 0, 50, 0, 0, 0, 0, 0, 0, 13, 9, 72
"e:\Development\Multan\XtraAppStudio\3.35.4\drivvo\lib\modules\authentication\forgot_password\forgot_password_view.dart", "Dart", 0, 0, 0, 0, 118, 0, 0, 0, 0, 0, 0, 0, 6, 124
"e:\Development\Multan\XtraAppStudio\3.35.4\drivvo\lib\modules\authentication\import-data\import_data_bindings.dart", "Dart", 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 3, 11
"e:\Development\Multan\XtraAppStudio\3.35.4\drivvo\lib\modules\authentication\import-data\import_data_controller.dart", "Dart", 0, 0, 0, 0, 17, 0, 0, 0, 0, 0, 0, 0, 5, 22
"e:\Development\Multan\XtraAppStudio\3.35.4\drivvo\lib\modules\authentication\import-data\import_data_view.dart", "Dart", 0, 0, 0, 0, 139, 0, 0, 0, 0, 0, 0, 1, 4, 144
"e:\Development\Multan\XtraAppStudio\3.35.4\drivvo\lib\modules\authentication\login\login_bindings.dart", "Dart", 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 3, 11
"e:\Development\Multan\XtraAppStudio\3.35.4\drivvo\lib\modules\authentication\login\login_controller.dart", "Dart", 0, 0, 0, 0, 194, 0, 0, 0, 0, 0, 0, 4, 30, 228
"e:\Development\Multan\XtraAppStudio\3.35.4\drivvo\lib\modules\authentication\login\login_view.dart", "Dart", 0, 0, 0, 0, 222, 0, 0, 0, 0, 0, 0, 0, 5, 227
"e:\Development\Multan\XtraAppStudio\3.35.4\drivvo\lib\modules\authentication\signup\signup_bindings.dart", "Dart", 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 2, 10
"e:\Development\Multan\XtraAppStudio\3.35.4\drivvo\lib\modules\authentication\signup\signup_controller.dart", "Dart", 0, 0, 0, 0, 113, 0, 0, 0, 0, 0, 0, 3, 25, 141
"e:\Development\Multan\XtraAppStudio\3.35.4\drivvo\lib\modules\authentication\signup\signup_view.dart", "Dart", 0, 0, 0, 0, 269, 0, 0, 0, 0, 0, 0, 0, 7, 276
"e:\Development\Multan\XtraAppStudio\3.35.4\drivvo\lib\modules\common\date-range\date_range_bindings.dart", "Dart", 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 2, 10
"e:\Development\Multan\XtraAppStudio\3.35.4\drivvo\lib\modules\common\date-range\date_range_controller.dart", "Dart", 0, 0, 0, 0, 18, 0, 0, 0, 0, 0, 0, 2, 3, 23
"e:\Development\Multan\XtraAppStudio\3.35.4\drivvo\lib\modules\common\date-range\date_range_view.dart", "Dart", 0, 0, 0, 0, 128, 0, 0, 0, 0, 0, 0, 4, 3, 135
"e:\Development\Multan\XtraAppStudio\3.35.4\drivvo\lib\modules\common\map\map_bindings.dart", "Dart", 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 2, 10
"e:\Development\Multan\XtraAppStudio\3.35.4\drivvo\lib\modules\common\map\map_controller.dart", "Dart", 0, 0, 0, 0, 222, 0, 0, 0, 0, 0, 0, 38, 43, 303
"e:\Development\Multan\XtraAppStudio\3.35.4\drivvo\lib\modules\common\map\map_view.dart", "Dart", 0, 0, 0, 0, 352, 0, 0, 0, 0, 0, 0, 23, 21, 396
"e:\Development\Multan\XtraAppStudio\3.35.4\drivvo\lib\modules\common\onboarding\onboarding_bindings.dart", "Dart", 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 2, 10
"e:\Development\Multan\XtraAppStudio\3.35.4\drivvo\lib\modules\common\onboarding\onboarding_controller.dart", "Dart", 0, 0, 0, 0, 56, 0, 0, 0, 0, 0, 0, 1, 10, 67
"e:\Development\Multan\XtraAppStudio\3.35.4\drivvo\lib\modules\common\onboarding\onboarding_view.dart", "Dart", 0, 0, 0, 0, 190, 0, 0, 0, 0, 0, 0, 2, 9, 201
"e:\Development\Multan\XtraAppStudio\3.35.4\drivvo\lib\modules\common\update-profile\update_profile_bindings.dart", "Dart", 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 2, 10
"e:\Development\Multan\XtraAppStudio\3.35.4\drivvo\lib\modules\common\update-profile\update_profile_controller.dart", "Dart", 0, 0, 0, 0, 133, 0, 0, 0, 0, 0, 0, 47, 21, 201
"e:\Development\Multan\XtraAppStudio\3.35.4\drivvo\lib\modules\common\update-profile\update_profile_view.dart", "Dart", 0, 0, 0, 0, 434, 0, 0, 0, 0, 0, 0, 1, 8, 443
"e:\Development\Multan\XtraAppStudio\3.35.4\drivvo\lib\modules\common\view-photo\view_photo_binding.dart", "Dart", 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 2, 10
"e:\Development\Multan\XtraAppStudio\3.35.4\drivvo\lib\modules\common\view-photo\view_photo_controller.dart", "Dart", 0, 0, 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 4, 18
"e:\Development\Multan\XtraAppStudio\3.35.4\drivvo\lib\modules\common\view-photo\view_photo_view.dart", "Dart", 0, 0, 0, 0, 33, 0, 0, 0, 0, 0, 0, 11, 3, 47
"e:\Development\Multan\XtraAppStudio\3.35.4\drivvo\lib\modules\driver\home\driver_home_controller.dart", "Dart", 0, 0, 0, 0, 307, 0, 0, 0, 0, 0, 0, 17, 35, 359
"e:\Development\Multan\XtraAppStudio\3.35.4\drivvo\lib\modules\driver\home\driver_home_view.dart", "Dart", 0, 0, 0, 0, 128, 0, 0, 0, 0, 0, 0, 3, 7, 138
"e:\Development\Multan\XtraAppStudio\3.35.4\drivvo\lib\modules\driver\more\driver_more_controller.dart", "Dart", 0, 0, 0, 0, 162, 0, 0, 0, 0, 0, 0, 3, 13, 178
"e:\Development\Multan\XtraAppStudio\3.35.4\drivvo\lib\modules\driver\more\driver_more_view.dart", "Dart", 0, 0, 0, 0, 456, 0, 0, 0, 0, 0, 0, 39, 7, 502
"e:\Development\Multan\XtraAppStudio\3.35.4\drivvo\lib\modules\driver\root\driver_root_bindings.dart", "Dart", 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 2, 14
"e:\Development\Multan\XtraAppStudio\3.35.4\drivvo\lib\modules\driver\root\driver_root_controller.dart", "Dart", 0, 0, 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 5, 19
"e:\Development\Multan\XtraAppStudio\3.35.4\drivvo\lib\modules\driver\root\driver_root_view.dart", "Dart", 0, 0, 0, 0, 94, 0, 0, 0, 0, 0, 0, 71, 7, 172
"e:\Development\Multan\XtraAppStudio\3.35.4\drivvo\lib\modules\splash_screen.dart", "Dart", 0, 0, 0, 0, 86, 0, 0, 0, 0, 0, 0, 0, 6, 92
"e:\Development\Multan\XtraAppStudio\3.35.4\drivvo\lib\routes\app_pages.dart", "Dart", 0, 0, 0, 0, 286, 0, 0, 0, 0, 0, 0, 0, 37, 323
"e:\Development\Multan\XtraAppStudio\3.35.4\drivvo\lib\routes\app_routes.dart", "Dart", 0, 0, 0, 0, 44, 0, 0, 0, 0, 0, 0, 40, 1, 85
"e:\Development\Multan\XtraAppStudio\3.35.4\drivvo\lib\services\app_service.dart", "Dart", 0, 0, 0, 0, 269, 0, 0, 0, 0, 0, 0, 4, 49, 322
"e:\Development\Multan\XtraAppStudio\3.35.4\drivvo\lib\services\notification_service.dart", "Dart", 0, 0, 0, 0, 197, 0, 0, 0, 0, 0, 0, 14, 40, 251
"e:\Development\Multan\XtraAppStudio\3.35.4\drivvo\lib\services\places_service.dart", "Dart", 0, 0, 0, 0, 132, 0, 0, 0, 0, 0, 0, 13, 22, 167
"e:\Development\Multan\XtraAppStudio\3.35.4\drivvo\lib\services\translation_service.dart", "Dart", 0, 0, 0, 0, 19, 0, 0, 0, 0, 0, 0, 0, 7, 26
"e:\Development\Multan\XtraAppStudio\3.35.4\drivvo\lib\utils\app_theme.dart", "Dart", 0, 0, 0, 0, 172, 0, 0, 0, 0, 0, 0, 37, 5, 214
"e:\Development\Multan\XtraAppStudio\3.35.4\drivvo\lib\utils\constants.dart", "Dart", 0, 0, 0, 0, 41, 0, 0, 0, 0, 0, 0, 41, 4, 86
"e:\Development\Multan\XtraAppStudio\3.35.4\drivvo\lib\utils\database_tables.dart", "Dart", 0, 0, 0, 0, 19, 0, 0, 0, 0, 0, 0, 17, 1, 37
"e:\Development\Multan\XtraAppStudio\3.35.4\drivvo\lib\utils\utils.dart", "Dart", 0, 0, 0, 0, 1107, 0, 0, 0, 0, 0, 0, 27, 51, 1185
"e:\Development\Multan\XtraAppStudio\3.35.4\drivvo\linux\CMakeLists.txt", "CMake", 0, 104, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 129
"e:\Development\Multan\XtraAppStudio\3.35.4\drivvo\linux\flutter\CMakeLists.txt", "CMake", 0, 79, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 89
"e:\Development\Multan\XtraAppStudio\3.35.4\drivvo\linux\flutter\generated_plugin_registrant.cc", "C++", 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 5, 20
"e:\Development\Multan\XtraAppStudio\3.35.4\drivvo\linux\flutter\generated_plugin_registrant.h", "C++", 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 6, 16
"e:\Development\Multan\XtraAppStudio\3.35.4\drivvo\linux\flutter\generated_plugins.cmake", "CMake", 0, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 26
"e:\Development\Multan\XtraAppStudio\3.35.4\drivvo\linux\runner\CMakeLists.txt", "CMake", 0, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 27
"e:\Development\Multan\XtraAppStudio\3.35.4\drivvo\linux\runner\main.cc", "C++", 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 7
"e:\Development\Multan\XtraAppStudio\3.35.4\drivvo\linux\runner\my_application.cc", "C++", 91, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 29, 145
"e:\Development\Multan\XtraAppStudio\3.35.4\drivvo\linux\runner\my_application.h", "C++", 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 5, 19
"e:\Development\Multan\XtraAppStudio\3.35.4\drivvo\macos\Flutter\GeneratedPluginRegistrant.swift", "Swift", 0, 0, 0, 0, 0, 24, 0, 0, 0, 0, 0, 3, 4, 31
"e:\Development\Multan\XtraAppStudio\3.35.4\drivvo\macos\RunnerTests\RunnerTests.swift", "Swift", 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 2, 4, 13
"e:\Development\Multan\XtraAppStudio\3.35.4\drivvo\macos\Runner\AppDelegate.swift", "Swift", 0, 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 3, 14
"e:\Development\Multan\XtraAppStudio\3.35.4\drivvo\macos\Runner\Assets.xcassets\AppIcon.appiconset\Contents.json", "JSON", 0, 0, 0, 0, 0, 0, 0, 68, 0, 0, 0, 0, 1, 69
"e:\Development\Multan\XtraAppStudio\3.35.4\drivvo\macos\Runner\Base.lproj\MainMenu.xib", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 343, 0, 0, 0, 1, 344
"e:\Development\Multan\XtraAppStudio\3.35.4\drivvo\macos\Runner\MainFlutterWindow.swift", "Swift", 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 4, 16
"e:\Development\Multan\XtraAppStudio\3.35.4\drivvo\pubspec.yaml", "YAML", 0, 0, 51, 0, 0, 0, 0, 0, 0, 0, 0, 47, 18, 116
"e:\Development\Multan\XtraAppStudio\3.35.4\drivvo\test\widget_test.dart", "Dart", 0, 0, 0, 0, 16, 0, 0, 0, 0, 0, 0, 10, 6, 32
"e:\Development\Multan\XtraAppStudio\3.35.4\drivvo\web\index.html", "HTML", 0, 0, 0, 0, 0, 0, 19, 0, 0, 0, 0, 15, 5, 39
"e:\Development\Multan\XtraAppStudio\3.35.4\drivvo\web\manifest.json", "JSON", 0, 0, 0, 0, 0, 0, 0, 35, 0, 0, 0, 0, 1, 36
"e:\Development\Multan\XtraAppStudio\3.35.4\drivvo\windows\CMakeLists.txt", "CMake", 0, 89, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 109
"e:\Development\Multan\XtraAppStudio\3.35.4\drivvo\windows\flutter\CMakeLists.txt", "CMake", 0, 98, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 110
"e:\Development\Multan\XtraAppStudio\3.35.4\drivvo\windows\flutter\generated_plugin_registrant.cc", "C++", 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 5, 30
"e:\Development\Multan\XtraAppStudio\3.35.4\drivvo\windows\flutter\generated_plugin_registrant.h", "C++", 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 6, 16
"e:\Development\Multan\XtraAppStudio\3.35.4\drivvo\windows\flutter\generated_plugins.cmake", "CMake", 0, 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 30
"e:\Development\Multan\XtraAppStudio\3.35.4\drivvo\windows\runner\CMakeLists.txt", "CMake", 0, 34, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 41
"e:\Development\Multan\XtraAppStudio\3.35.4\drivvo\windows\runner\flutter_window.cpp", "C++", 49, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 16, 72
"e:\Development\Multan\XtraAppStudio\3.35.4\drivvo\windows\runner\flutter_window.h", "C++", 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 9, 34
"e:\Development\Multan\XtraAppStudio\3.35.4\drivvo\windows\runner\main.cpp", "C++", 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 10, 44
"e:\Development\Multan\XtraAppStudio\3.35.4\drivvo\windows\runner\resource.h", "C++", 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 2, 17
"e:\Development\Multan\XtraAppStudio\3.35.4\drivvo\windows\runner\utils.cpp", "C++", 54, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 10, 66
"e:\Development\Multan\XtraAppStudio\3.35.4\drivvo\windows\runner\utils.h", "C++", 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 6, 20
"e:\Development\Multan\XtraAppStudio\3.35.4\drivvo\windows\runner\win32_window.cpp", "C++", 210, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 55, 289
"e:\Development\Multan\XtraAppStudio\3.35.4\drivvo\windows\runner\win32_window.h", "C++", 48, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 31, 24, 103
"Total", "-", 574, 469, 54, 13, 28662, 73, 19, 8569, 500, 202, 10, 1441, 2432, 43018
